listing_id,host_since,host_acceptance_rate,superhost,host_total_listings,neighborhood,room_type,accommodates,beds,min_nights,total_reviews,avg_rating,price
21662190,9/25/2012,1,FALSE,17,FortMcNair,PrivateRoom,4,1,1,304,4.39,90
21680495,2/13/2016,NA,FALSE,2,CapitolHill,PrivateRoom,2,1,31,18,4.56,60
21695571,12/17/2015,1,FALSE,1,DupontCircle,EntireHome/apt,4,2,31,144,4.94,120
21711623,10/19/2017,NA,FALSE,1,Downtown,EntireHome/apt,3,1,31,2,5,79
21717185,11/9/2017,0.94,TRUE,1,Takoma,EntireHome/apt,2,2,2,70,4.89,82
21729336,11/28/2016,1,FALSE,14,Downtown,EntireHome/apt,6,2,31,95,4.77,315
21730002,12/27/2012,1,TRUE,2,Takoma,EntireHome/apt,2,1,1,246,4.89,81
21753674,4/13/2017,1,FALSE,5,CapitolHill,EntireHome/apt,2,1,31,69,4.93,57
21788048,11/16/2015,0.99,TRUE,3,CapitolHill,EntireHome/apt,8,3,3,134,4.93,348
21869442,6/30/2013,0.9,FALSE,6,Georgetown,EntireHome/apt,6,3,1,9,4.78,600
21887183,2/1/2015,1,TRUE,1,Petworth,EntireHome/apt,4,1,1,188,4.85,94
21976567,5/19/2014,0.92,TRUE,4,Petworth,EntireHome/apt,3,1,2,173,4.8,141
21985828,5/10/2015,0.96,TRUE,2,CapitolHill,EntireHome/apt,6,3,31,27,4.96,239
21999937,6/12/2011,1,FALSE,4,Takoma,EntireHome/apt,1,1,10,24,4.96,95
22062712,12/3/2017,0.81,TRUE,1,Petworth,EntireHome/apt,4,3,2,59,4.93,150
22075568,8/9/2013,1,FALSE,11,Downtown,PrivateRoom,1,1,31,14,4.64,59
22139377,9/11/2015,NA,FALSE,1,CapitolHill,EntireHome/apt,3,1,31,55,4.96,79
22143128,9/16/2016,0.7,FALSE,320,Downtown,EntireHome/apt,5,3,31,3,4.33,616
22244228,11/29/2017,0.86,FALSE,1,Petworth,EntireHome/apt,8,5,31,33,4.7,350
22268306,10/26/2015,NA,FALSE,1,Petworth,NA,4,2,31,1,4,55
22341207,12/19/2017,NA,FALSE,1,Bellevue,NA,2,2,31,122,4.8,105
22342950,12/19/2017,1,FALSE,2,Bellevue,EntireHome/apt,2,1,31,31,4.97,98
22372488,9/16/2016,0.7,FALSE,320,Downtown,EntireHome/apt,3,2,31,6,3.83,342
22372846,9/16/2016,0.7,FALSE,320,Downtown,EntireHome/apt,5,2,31,35,4.29,424
22392135,12/22/2017,0.97,TRUE,1,Downtown,EntireHome/apt,2,1,2,203,4.85,132
22448594,7/2/2013,NA,FALSE,1,CapitolHill,NA,4,2,31,72,4.9,65
22479866,12/6/2016,0.9,TRUE,9,Takoma,PrivateRoom,1,1,75,3,5,48
22481060,7/14/2015,0.53,FALSE,5,FortMcNair,EntireHome/apt,2,2,32,11,5,100
22493531,12/30/2017,0,FALSE,1,Petworth,EntireHome/apt,2,1,31,22,5,69
22516816,2/4/2015,0.94,TRUE,4,Takoma,EntireHome/apt,4,2,4,5,4.8,175
22573620,8/9/2013,1,FALSE,11,Downtown,PrivateRoom,1,1,31,128,4.64,59
22618081,3/16/2013,0.86,FALSE,44,DupontCircle,PrivateRoom,2,1,20,12,4.75,125
22633189,1/29/2016,0.99,TRUE,4,DupontCircle,PrivateRoom,3,2,5,175,4.96,99
22633496,10/14/2013,0.63,FALSE,383,Downtown,EntireHome/apt,3,2,31,1,5,294
22635161,3/16/2013,0.86,FALSE,44,DupontCircle,PrivateRoom,1,1,4,16,4.69,200
22653176,10/14/2013,0.63,FALSE,383,Downtown,EntireHome/apt,5,2,31,12,4.67,364
22653398,10/14/2013,0.63,FALSE,383,Downtown,EntireHome/apt,5,2,31,1,4,364
22670474,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,6,6,1,13,4,29
22670678,1/10/2018,0.99,TRUE,6,DupontCircle,EntireHome/apt,6,3,31,37,4.92,350
22712422,6/4/2015,0.99,TRUE,1,Takoma,EntireHome/apt,4,1,1,214,4.9,77
22731034,3/14/2016,0.73,TRUE,2,Takoma,EntireHome/apt,2,2,3,45,4.89,109
22798280,4/17/2017,1,FALSE,5,Petworth,PrivateRoom,3,2,1,180,4.49,70
22807715,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,16,4.88,295
22811023,1/10/2018,0.99,TRUE,6,DupontCircle,EntireHome/apt,6,3,31,36,4.86,350
22825478,9/6/2012,0.82,TRUE,1,CapitolHill,EntireHome/apt,4,1,2,127,4.86,165
22889391,4/17/2017,1,FALSE,5,Petworth,PrivateRoom,2,1,2,132,4.69,58
22893510,4/6/2015,NA,FALSE,1,Takoma,EntireHome/apt,4,1,31,7,4.86,115
23034323,4/1/2013,NA,FALSE,2,DupontCircle,EntireHome/apt,3,1,31,87,4.94,125
23078865,2/2/2018,0.91,FALSE,1,Downtown,EntireHome/apt,4,4,3,76,4.87,115
23102166,5/31/2017,0,FALSE,2,Downtown,PrivateRoom,1,1,31,16,4.75,100
23356586,2/18/2018,0.25,FALSE,1,Takoma,EntireHome/apt,2,1,1,5,5,100
23368804,6/24/2015,0.97,TRUE,2,Bellevue,EntireHome/apt,6,3,1,147,4.95,226
23409975,7/9/2012,1,FALSE,2,Petworth,EntireHome/apt,3,2,14,23,4.83,60
23455407,10/12/2017,0.67,FALSE,2,Georgetown,EntireHome/apt,2,1,60,6,4.5,68
23464005,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,218,4.67,183
23480691,6/3/2014,0.93,FALSE,2,Takoma,EntireHome/apt,7,3,1,135,4.73,101
23527224,5/23/2014,NA,FALSE,1,CapitolHill,EntireHome/apt,6,3,31,14,4.92,140
23539251,9/8/2014,0.93,TRUE,10,DupontCircle,EntireHome/apt,1,1,182,1,5,70
23558219,3/15/2016,1,TRUE,4,Takoma,EntireHome/apt,8,2,3,3,5,159
23653501,3/7/2018,0.95,FALSE,8,Petworth,PrivateRoom,4,2,31,33,4.18,54
23654043,3/7/2018,0.95,FALSE,8,Petworth,PrivateRoom,2,1,31,39,4.62,55
23654380,3/7/2018,0.95,FALSE,8,Petworth,PrivateRoom,2,1,31,22,4.64,49
23670148,3/7/2018,0.95,FALSE,8,Takoma,PrivateRoom,2,1,31,43,4.53,50
23686072,11/28/2017,NA,FALSE,1,Takoma,PrivateRoom,3,1,31,2,5,48
23713101,4/23/2016,0.99,TRUE,2,Takoma,EntireHome/apt,4,1,2,222,4.8,49
23759196,5/31/2017,0,FALSE,2,Downtown,EntireHome/apt,3,2,31,17,4.82,99
23791737,3/14/2018,1,TRUE,1,Takoma,EntireHome/apt,2,1,2,256,4.91,129
23915943,3/21/2018,NA,FALSE,3,Takoma,EntireHome/apt,4,3,4,5,4.8,80
23925940,8/1/2015,1,FALSE,5,DupontCircle,EntireHome/apt,2,1,31,20,4.95,68
23936205,3/15/2016,1,TRUE,4,Takoma,EntireHome/apt,12,6,4,10,5,95
23959565,1/7/2016,0.98,TRUE,3,Georgetown,EntireHome/apt,4,2,31,66,4.71,196
23959717,3/7/2018,0.95,FALSE,8,Petworth,PrivateRoom,2,1,31,11,4.55,45
23959952,3/7/2018,0.95,FALSE,8,Takoma,NA,2,1,31,32,4.63,47
23991340,10/15/2015,0.99,TRUE,250,CapitolHill,EntireHome/apt,2,1,2,149,4.83,87
24084817,3/29/2018,0.75,FALSE,1,Petworth,EntireHome/apt,4,3,31,146,4.77,126
24206768,8/23/2014,0.99,TRUE,1,Petworth,EntireHome/apt,5,3,2,46,4.89,152
24371327,7/27/2016,0.99,TRUE,3,CapitolHill,PrivateRoom,2,1,1,115,4.86,69
24389155,11/12/2013,NA,FALSE,1,Petworth,EntireHome/apt,6,3,31,72,4.69,179
24402356,10/7/2016,1,TRUE,6,Petworth,EntireHome/apt,2,1,31,46,4.91,110
24404499,5/31/2016,NA,FALSE,1,DupontCircle,EntireHome/apt,2,1,31,1,5,135
24429083,10/7/2016,1,TRUE,6,Petworth,EntireHome/apt,2,2,31,47,4.94,99
24447321,4/16/2018,NA,FALSE,2,Petworth,EntireHome/apt,4,2,31,88,4.83,56
24593697,6/16/2015,1,FALSE,1,Petworth,EntireHome/apt,7,4,2,21,4.95,225
24651395,8/4/2015,0.43,FALSE,86,Downtown,EntireHome/apt,3,1,31,1,5,199
24731528,6/10/2015,1,TRUE,3,Takoma,EntireHome/apt,4,2,3,47,4.87,200
24737866,4/29/2018,0.61,FALSE,1,Bellevue,EntireHome/apt,8,4,2,200,4.72,173
24754002,4/28/2018,1,TRUE,1,DupontCircle,EntireHome/apt,2,2,31,65,4.98,161
24773385,5/1/2018,1,TRUE,1,CapitolHill,EntireHome/apt,4,1,1,317,4.78,97
24797782,4/18/2015,0.78,FALSE,7,CapitolHill,EntireHome/apt,4,2,31,97,4.94,279
24908065,12/31/2015,0.86,TRUE,1,Takoma,EntireHome/apt,3,1,3,71,4.96,125
24936527,10/6/2014,0.82,FALSE,4,Georgetown,EntireHome/apt,6,4,30,73,4.67,182
24945114,4/27/2017,0,FALSE,1,Petworth,PrivateRoom,2,1,31,56,4.89,150
24970939,4/7/2017,0.86,FALSE,17,Bellevue,PrivateRoom,1,1,5,10,4.7,48
25037403,4/7/2017,0.86,FALSE,17,Bellevue,PrivateRoom,1,1,5,5,4.6,39
25052809,1/10/2018,0.99,TRUE,6,Georgetown,EntireHome/apt,4,2,31,101,4.87,199
25054523,5/14/2017,0.95,TRUE,1,Petworth,EntireHome/apt,4,2,2,228,4.96,97
25071659,5/14/2018,0.97,FALSE,4,CapitolHill,EntireHome/apt,10,6,2,162,4.85,683
25101761,8/6/2013,0.99,TRUE,1,CapitolHill,EntireHome/apt,2,1,3,246,4.99,100
25135916,8/4/2015,0.43,FALSE,86,Downtown,EntireHome/apt,4,2,31,1,5,269
25137893,3/5/2015,1,TRUE,6,DupontCircle,EntireHome/apt,4,2,31,136,4.82,159
25212021,4/7/2017,0.86,FALSE,17,Bellevue,PrivateRoom,1,1,5,13,4.77,39
25233215,2/4/2015,1,TRUE,2,DupontCircle,EntireHome/apt,3,1,14,23,4.83,155
25239060,11/28/2016,1,FALSE,14,Downtown,EntireHome/apt,6,2,31,119,4.87,315
25314826,12/29/2014,NA,FALSE,3,Petworth,EntireHome/apt,3,3,31,90,4.62,79
25326593,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,6,1,1,6,4,29
25326610,3/25/2017,1,FALSE,2,CapitolHill,EntireHome/apt,5,3,31,61,4.57,150
25348151,10/7/2016,1,TRUE,6,Petworth,EntireHome/apt,3,1,31,11,5,110
25426037,5/13/2015,0.86,TRUE,3,Georgetown,EntireHome/apt,2,1,6,39,4.74,125
25474638,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,1,1,1,70,4.51,29
25475308,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,1,1,1,56,4.55,29
25476758,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,1,1,1,11,4.64,29
25491424,7/9/2012,1,FALSE,2,Petworth,EntireHome/apt,6,3,3,1,5,222
25628990,10/1/2015,1,FALSE,4,Takoma,EntireHome/apt,8,6,31,4,5,200
25629848,12/31/2008,0.88,FALSE,3,Georgetown,EntireHome/apt,3,2,4,23,5,193
25814369,1/9/2014,0.98,TRUE,2,CapitolHill,EntireHome/apt,4,1,31,431,4.86,189
25882830,10/26/2014,0.5,FALSE,2,Georgetown,EntireHome/apt,4,2,31,2,5,180
25910521,10/1/2015,1,FALSE,4,Takoma,PrivateRoom,1,1,31,1,5,40
25950556,12/23/2012,1,FALSE,9,DupontCircle,EntireHome/apt,2,2,7,4,4.75,120
25977017,8/27/2013,1,TRUE,1,CapitolHill,EntireHome/apt,5,3,2,169,4.91,150
26067478,8/21/2017,NA,FALSE,1,Takoma,EntireHome/apt,4,2,31,60,4.8,129
26101337,6/17/2018,NA,FALSE,1,DupontCircle,EntireHome/apt,2,1,31,4,2.75,79
26193712,6/20/2018,1,FALSE,1,Bellevue,PrivateRoom,3,2,30,2,3.5,72
26366926,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,1,1,1,14,4.07,29
26413555,6/28/2018,1,FALSE,6,Downtown,EntireHome/apt,4,2,31,230,4.64,79
26571232,10/20/2017,NA,FALSE,1,DupontCircle,EntireHome/apt,2,1,31,38,4.7,112
26579917,10/16/2016,1,TRUE,3,DupontCircle,EntireHome/apt,2,1,1,197,4.92,84
26605048,1/10/2018,0.99,TRUE,6,Georgetown,EntireHome/apt,4,2,31,133,4.89,104
26668219,12/27/2013,NA,FALSE,1,CapitolHill,EntireHome/apt,7,4,31,3,5,200
26669063,3/25/2017,1,FALSE,2,CapitolHill,EntireHome/apt,2,1,31,41,4.71,87
26786454,3/30/2015,0.99,TRUE,6,Georgetown,EntireHome/apt,4,2,2,198,4.95,175
26804150,3/6/2018,1,TRUE,14,DupontCircle,PrivateRoom,2,1,7,19,4.79,331
26819224,11/23/2012,NA,FALSE,1,FortMcNair,EntireHome/apt,2,1,31,8,5,190
26895761,1/16/2016,0.88,TRUE,1,CapitolHill,EntireHome/apt,4,2,2,203,4.89,160
26924135,7/9/2016,0.99,TRUE,2,Takoma,EntireHome/apt,3,2,1,40,4.88,99
26940356,6/7/2016,0.96,FALSE,4,CapitolHill,EntireHome/apt,4,2,2,67,4.81,195
26950500,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,1,1,1,3,4,29
26956333,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,1,1,1,27,4.52,25
26995160,10/27/2012,0.75,TRUE,4,Takoma,EntireHome/apt,3,1,13,34,4.89,81
26998386,2/11/2016,0.96,TRUE,3,CapitolHill,EntireHome/apt,4,2,2,141,4.91,245
27059660,3/11/2012,1,TRUE,1,Petworth,EntireHome/apt,4,2,3,136,4.91,98
27089942,2/27/2018,NA,FALSE,1,Bellevue,PrivateRoom,2,1,31,5,3.2,32
27171117,1/10/2018,0.99,TRUE,6,Georgetown,EntireHome/apt,4,3,31,76,4.97,175
27190553,5/14/2018,0.97,FALSE,4,CapitolHill,EntireHome/apt,6,2,2,186,4.68,216
27199803,6/15/2016,NA,FALSE,1,Takoma,PrivateRoom,2,1,31,3,5,75
27226405,3/25/2013,NA,FALSE,1,Petworth,EntireHome/apt,2,1,31,46,4.87,34
27263226,10/4/2014,NA,FALSE,2,DupontCircle,EntireHome/apt,3,1,31,7,5,105
27466057,4/19/2016,1,FALSE,16,Georgetown,EntireHome/apt,9,6,2,124,4.74,401
27491163,3/5/2014,NA,FALSE,1,DupontCircle,EntireHome/apt,3,2,31,2,5,100
27518177,11/24/2017,0.96,TRUE,3,Bellevue,PrivateRoom,1,1,31,12,4.92,116
27548833,8/22/2011,1,FALSE,3,Bellevue,PrivateRoom,2,1,31,22,4.77,33
27570172,12/11/2017,1,FALSE,3,Takoma,EntireHome/apt,2,1,31,19,4.32,85
27579183,11/28/2016,1,FALSE,14,Downtown,EntireHome/apt,6,2,31,72,4.88,299
27631877,10/8/2014,NA,FALSE,3,Georgetown,EntireHome/apt,3,3,31,208,4.95,300
27655220,10/7/2016,0.89,TRUE,8,Georgetown,EntireHome/apt,2,2,90,7,5,72
27705648,9/8/2014,1,TRUE,1,CapitolHill,EntireHome/apt,2,2,2,164,4.88,104
27723741,8/13/2018,0.97,FALSE,4,Georgetown,EntireHome/apt,5,2,31,43,4.58,286
27757068,1/8/2013,1,TRUE,4,DupontCircle,EntireHome/apt,4,1,2,212,4.96,189
27812605,4/6/2011,0.99,TRUE,138,DupontCircle,EntireHome/apt,4,3,30,98,4.52,142
27813807,1/15/2011,1,FALSE,4,DupontCircle,EntireHome/apt,6,3,3,108,4.6,299
27873291,6/21/2018,0.5,TRUE,2,Bellevue,PrivateRoom,2,1,30,52,4.96,40
27873912,6/21/2018,0.5,TRUE,2,Bellevue,PrivateRoom,2,1,31,51,4.98,40
27960316,8/22/2018,1,FALSE,1,DupontCircle,NA,2,1,31,250,4.74,70
28154722,9/11/2016,0.98,FALSE,2,Petworth,EntireHome/apt,4,2,3,107,4.84,97
28176850,10/21/2014,1,FALSE,8,Petworth,PrivateRoom,2,1,1,2,5,40
28180978,8/5/2018,0.98,FALSE,1,Petworth,EntireHome/apt,4,4,4,81,4.99,275
28205073,9/1/2018,1,FALSE,2,Petworth,EntireHome/apt,4,1,31,77,4.86,101
28219170,1/11/2016,NA,FALSE,2,Petworth,EntireHome/apt,4,2,31,21,4.81,65
28254584,12/30/2008,1,FALSE,18,Petworth,PrivateRoom,1,1,31,1,5,55
28257191,8/1/2017,1,FALSE,2,DupontCircle,EntireHome/apt,5,4,2,152,4.82,208
28387345,7/14/2011,0.99,TRUE,4,CapitolHill,EntireHome/apt,4,2,1,321,4.83,196
28544907,11/24/2017,0.96,TRUE,3,Bellevue,PrivateRoom,1,1,31,11,5,48
28563385,6/17/2014,1,FALSE,6,DupontCircle,EntireHome/apt,2,1,60,10,4.6,95
28581396,9/16/2018,NA,FALSE,4,Georgetown,EntireHome/apt,6,3,31,7,4.33,165
28584255,9/16/2018,NA,FALSE,4,Georgetown,PrivateRoom,2,1,31,16,4.5,85
28584343,9/16/2018,NA,FALSE,4,Georgetown,PrivateRoom,2,1,31,13,4.23,75
28606289,8/22/2017,0.98,TRUE,3,CapitolHill,EntireHome/apt,8,2,31,144,4.97,326
28646312,11/20/2016,1,TRUE,5,DupontCircle,EntireHome/apt,8,4,2,89,4.98,814
28679737,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,2,1,32,1,5,180
28738052,3/8/2014,0.88,TRUE,26,DupontCircle,EntireHome/apt,7,4,31,53,4.74,155
28790411,12/19/2017,1,FALSE,2,Bellevue,PrivateRoom,1,1,31,1,5,45
28806419,7/20/2014,NA,FALSE,1,Bellevue,EntireHome/apt,4,2,31,26,4.96,70
28895568,6/27/2012,1,TRUE,9,CapitolHill,EntireHome/apt,4,4,2,181,4.8,107
28989507,10/2/2018,0,FALSE,1,DupontCircle,EntireHome/apt,4,1,31,7,4.86,140
29074698,6/28/2018,1,FALSE,6,Downtown,EntireHome/apt,4,2,31,199,4.71,79
29122757,1/23/2012,1,TRUE,2,CapitolHill,EntireHome/apt,2,2,2,113,4.96,149
29151289,10/8/2018,0.96,TRUE,1,CapitolHill,EntireHome/apt,4,2,2,177,4.93,130
29183117,10/10/2018,1,FALSE,1,Downtown,EntireHome/apt,2,1,31,19,3.93,300
29189874,6/20/2015,NA,FALSE,2,Takoma,EntireHome/apt,2,1,31,36,4.97,75
29254496,10/13/2018,0.94,FALSE,1,CapitolHill,EntireHome/apt,4,2,31,136,4.76,115
29518918,1/27/2016,NA,FALSE,2,DupontCircle,EntireHome/apt,3,2,31,10,4.9,130
29562913,5/26/2013,0.18,FALSE,16,Georgetown,EntireHome/apt,2,1,120,2,5,68
29775784,7/10/2018,0.75,FALSE,2,DupontCircle,EntireHome/apt,2,1,60,4,5,75
29853236,4/27/2016,0.8,FALSE,36,CapitolHill,EntireHome/apt,3,1,31,100,4.67,299
29923648,9/14/2011,0.95,TRUE,3,Georgetown,EntireHome/apt,6,3,4,33,5,657
29942074,10/15/2015,0.99,TRUE,250,CapitolHill,EntireHome/apt,3,2,2,57,4.68,75
29966209,11/21/2008,1,TRUE,1,Petworth,EntireHome/apt,4,2,2,128,4.81,109
30016962,3/16/2013,0.86,FALSE,44,DupontCircle,PrivateRoom,2,1,30,1,5,85
30090744,12/23/2014,1,TRUE,1,CapitolHill,EntireHome/apt,4,2,2,169,4.92,136
30101500,11/10/2018,1,TRUE,3,DupontCircle,EntireHome/apt,1,1,2,138,4.91,167
30115570,4/29/2017,1,TRUE,2,CapitolHill,EntireHome/apt,3,2,1,276,4.89,130
30128318,5/24/2012,NA,FALSE,1,Petworth,EntireHome/apt,2,1,90,27,4.74,110
30178288,5/18/2009,0.96,FALSE,158,DupontCircle,EntireHome/apt,4,2,1,36,4.97,163
30179598,5/18/2009,0.96,FALSE,158,DupontCircle,EntireHome/apt,5,4,1,21,4.74,200
30186137,5/18/2009,0.96,FALSE,158,Georgetown,EntireHome/apt,4,2,31,3,0,216
30251286,4/6/2011,0.99,TRUE,138,DupontCircle,EntireHome/apt,6,3,30,83,4.66,243
30264882,6/23/2017,0.88,FALSE,3,Takoma,EntireHome/apt,4,2,14,8,4.2,89
30324130,10/1/2016,0.94,FALSE,3,DupontCircle,EntireHome/apt,4,2,4,69,4.75,289
30325364,9/20/2018,0.98,FALSE,1,Georgetown,EntireHome/apt,4,3,1,328,4.56,250
30378859,12/28/2014,1,TRUE,8,DupontCircle,NA,5,3,31,27,4.89,175
30394567,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,5,2,1,380,4.89,140
30395396,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,2,1,32,1,5,171
30557727,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,1,1,1,10,4.7,29
30561986,8/18/2017,0.74,FALSE,45,CapitolHill,SharedRoom,1,1,1,31,4.55,25
30775571,10/14/2015,1,FALSE,136,Downtown,EntireHome/apt,8,3,3,109,4.88,253
30798257,12/12/2018,1,TRUE,1,Georgetown,EntireHome/apt,3,3,1,205,4.9,212
30952933,6/28/2015,1,FALSE,3,DupontCircle,EntireHome/apt,2,1,28,6,4.83,150
30953867,12/13/2013,0.64,TRUE,1,Bellevue,PrivateRoom,2,1,1,21,4.81,58
30981199,9/2/2012,1,TRUE,21,CapitolHill,EntireHome/apt,5,2,31,34,4.65,182
30984676,1/23/2016,0.83,FALSE,2,Petworth,PrivateRoom,2,2,3,3,5,65
31088980,2/15/2015,1,TRUE,3,Bellevue,PrivateRoom,2,1,1,67,4.9,119
31099388,12/26/2015,1,FALSE,2,DupontCircle,EntireHome/apt,2,1,31,5,4.4,105
31125533,10/9/2015,1,TRUE,1,Petworth,EntireHome/apt,4,2,31,71,4.93,80
31190454,12/29/2018,0.97,TRUE,1,CapitolHill,EntireHome/apt,4,2,2,187,4.91,131
31236410,8/6/2014,0.98,FALSE,6,Downtown,EntireHome/apt,4,2,3,64,4.97,250
31239094,11/30/2014,0.98,TRUE,1,CapitolHill,EntireHome/apt,3,2,2,122,4.93,180
31332079,6/11/2018,0,FALSE,1,CapitolHill,EntireHome/apt,2,1,31,2,5,100
31388922,4/26/2015,NA,FALSE,4,CapitolHill,EntireHome/apt,3,1,31,2,5,125
31389662,9/7/2016,1,FALSE,1,CapitolHill,EntireHome/apt,8,4,2,87,4.6,346
31444864,4/5/2015,0.83,TRUE,4,Takoma,EntireHome/apt,4,2,1,31,4.86,92
31473995,10/3/2018,0.97,TRUE,5,Bellevue,EntireHome/apt,5,2,31,70,4.79,160
31513085,12/12/2012,0.57,TRUE,1,Takoma,EntireHome/apt,1,1,28,12,4.92,75
31643469,1/17/2019,0.95,FALSE,3,CapitolHill,EntireHome/apt,4,2,31,71,4.97,275
31714187,3/10/2014,0.99,TRUE,5,Georgetown,EntireHome/apt,2,1,3,98,4.93,110
31806927,1/28/2015,0.79,FALSE,4,Bellevue,EntireHome/apt,4,2,31,87,4.17,60
31925283,8/12/2012,1,TRUE,2,Takoma,PrivateRoom,2,1,2,110,4.84,39
31986507,1/29/2019,0.99,TRUE,1,CapitolHill,EntireHome/apt,6,2,2,185,4.83,176
32020017,10/15/2013,NA,FALSE,1,Bellevue,PrivateRoom,2,1,31,13,4.69,80
32036948,10/13/2014,NA,FALSE,3,DupontCircle,EntireHome/apt,4,2,31,46,4.93,190
32082239,11/24/2009,1,FALSE,3,Petworth,EntireHome/apt,4,2,31,4,5,125
32082459,11/28/2012,NA,FALSE,3,DupontCircle,EntireHome/apt,2,2,31,17,5,145
32083321,4/25/2012,0.86,FALSE,2,Takoma,EntireHome/apt,3,2,1,95,4.68,45
32127784,10/15/2017,1,FALSE,6,Bellevue,PrivateRoom,1,1,31,11,4.91,40
32151631,3/11/2016,1,FALSE,5,Petworth,PrivateRoom,2,1,31,10,4.4,67
32168514,5/22/2016,NA,FALSE,1,CapitolHill,NA,4,2,2,196,4.78,137
32284361,9/27/2010,0.9,FALSE,1,Petworth,EntireHome/apt,4,2,31,88,4.93,101
32285211,10/15/2017,1,FALSE,6,Bellevue,PrivateRoom,1,1,31,35,4.89,35
32298306,3/11/2016,1,FALSE,5,Petworth,PrivateRoom,2,1,31,7,4.71,72
32308418,3/16/2013,0.86,FALSE,44,DupontCircle,PrivateRoom,1,1,20,11,4.73,200
32358982,4/6/2011,0.99,TRUE,138,DupontCircle,EntireHome/apt,3,2,1,109,4.55,90
32446700,2/17/2019,1,FALSE,4,Petworth,PrivateRoom,2,1,31,8,4.75,100
32451420,3/3/2013,0.88,TRUE,1,Petworth,EntireHome/apt,3,2,3,55,4.91,120
32464624,7/24/2013,0.96,TRUE,3,CapitolHill,EntireHome/apt,8,3,3,40,4.93,401
32492651,6/1/2016,0.82,TRUE,3,DupontCircle,EntireHome/apt,5,2,31,145,4.93,131
32515738,3/24/2017,0.96,FALSE,1,Petworth,EntireHome/apt,7,3,3,104,4.59,155
32521904,2/20/2019,0.96,TRUE,1,Petworth,EntireHome/apt,4,1,2,81,4.94,150
32524882,6/11/2014,0.96,FALSE,147,FortMcNair,EntireHome/apt,3,1,3,31,4.71,202
32550823,6/11/2014,0.96,FALSE,147,FortMcNair,EntireHome/apt,5,2,3,20,4.85,370
32763621,3/2/2019,NA,FALSE,1,CapitolHill,EntireHome/apt,2,1,31,22,4.82,72
32766486,5/15/2012,0.81,TRUE,3,Petworth,EntireHome/apt,4,2,2,49,4.78,121
32919163,2/8/2014,1,TRUE,1,CapitolHill,PrivateRoom,4,1,2,85,4.94,78
33008668,2/11/2016,0.96,TRUE,3,CapitolHill,EntireHome/apt,2,1,2,79,4.95,169
33015333,10/7/2016,0.89,TRUE,8,Georgetown,EntireHome/apt,2,1,90,2,5,62
33096397,11/10/2018,1,TRUE,3,DupontCircle,EntireHome/apt,2,1,2,105,4.93,169
33161628,10/15/2015,0.99,TRUE,250,Petworth,EntireHome/apt,5,2,31,63,4.78,291
33212893,1/27/2018,0.99,FALSE,15,CapitolHill,EntireHome/apt,6,3,4,64,4.83,204
33216192,1/27/2018,0.99,FALSE,15,CapitolHill,EntireHome/apt,4,2,2,65,4.83,203
33260758,3/28/2014,0.99,TRUE,4,Petworth,EntireHome/apt,4,2,2,111,4.93,132
33276776,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,129,4.9,233
33277098,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,177,4.82,191
33277348,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,127,4.9,627
33366075,4/27/2016,0.8,FALSE,36,DupontCircle,EntireHome/apt,2,1,31,9,4.56,70
33396632,3/11/2016,1,FALSE,5,Petworth,PrivateRoom,1,1,31,27,4.22,72
33469877,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,137,4.84,280
33485532,3/31/2019,0.06,FALSE,1,FortMcNair,EntireHome/apt,3,1,31,3,5,100
33530313,8/27/2011,0.8,FALSE,4,Petworth,EntireHome/apt,6,3,31,54,4.89,120
33584842,11/5/2014,NA,FALSE,2,FortMcNair,EntireHome/apt,4,2,31,2,5,85
33633909,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,2,1,32,1,5,198
33639170,4/5/2019,NA,FALSE,1,Downtown,EntireHome/apt,2,1,31,20,4.85,113
33660071,5/7/2013,0.78,FALSE,63,Georgetown,EntireHome/apt,7,5,1,19,5,249
33718308,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,94,4.74,315
33721595,3/14/2013,0.96,TRUE,4,CapitolHill,EntireHome/apt,6,3,3,54,4.98,676
