listing_id,host_since,host_acceptance_rate,superhost,host_total_listings,neighborhood,room_type,accommodates,beds,min_nights,total_reviews,avg_rating,price
45766087,1/25/2013,0.74,TRUE,2,DupontCircle,EntireHome/apt,3,2,31,40,5,200
45865942,10/13/2020,0.91,TRUE,1,CapitolHill,EntireHome/apt,2,1,2,114,4.89,143
45877546,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,83,4.71,256
45898477,3/15/2019,1,TRUE,2,DupontCircle,EntireHome/apt,4,3,2,119,4.86,155
45909623,4/6/2011,0.99,TRUE,138,Georgetown,EntireHome/apt,6,5,1,2,4.5,300
45938605,12/31/2019,1,TRUE,1,DupontCircle,EntireHome/apt,3,3,31,110,4.75,60
45941532,11/3/2014,0.87,TRUE,1,Takoma,EntireHome/apt,4,2,2,80,4.91,121
45959030,10/13/2016,0.75,FALSE,2,Petworth,EntireHome/apt,6,3,5,2,5,299
45964641,3/15/2012,0.77,TRUE,1,Petworth,EntireHome/apt,2,1,4,35,4.97,99
45973079,2/20/2020,0.67,FALSE,1,Petworth,EntireHome/apt,2,1,5,3,5,85
46006215,1/27/2018,0.99,FALSE,15,CapitolHill,EntireHome/apt,4,2,4,10,5,132
46044562,11/16/2019,0.4,FALSE,1,Petworth,EntireHome/apt,3,2,31,2,5,86
46048362,4/23/2019,0.99,TRUE,8,CapitolHill,EntireHome/apt,5,5,1,68,4.96,186
46049581,4/23/2019,0.99,TRUE,8,CapitolHill,EntireHome/apt,3,2,1,72,4.92,179
46049801,4/23/2019,0.99,TRUE,8,CapitolHill,EntireHome/apt,3,2,1,55,4.96,173
46049905,4/23/2019,0.99,TRUE,8,CapitolHill,EntireHome/apt,5,5,1,59,4.92,179
46106600,4/27/2016,0.8,FALSE,36,DupontCircle,EntireHome/apt,2,1,31,7,4.71,70
46120474,4/27/2016,0.8,FALSE,36,DupontCircle,EntireHome/apt,2,1,31,6,4.83,68
46138649,11/15/2019,1,FALSE,5,Takoma,EntireHome/apt,10,6,31,29,4.76,509
46141540,12/6/2016,0.9,TRUE,9,Takoma,EntireHome/apt,5,4,32,5,4.6,190
46193587,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,5,3,31,1,5,123
46376464,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,41,4.76,88
46376799,7/22/2013,0.66,FALSE,200,DupontCircle,EntireHome/apt,4,1,31,1,5,116
46377775,8/6/2014,0.4,FALSE,4,Petworth,EntireHome/apt,2,1,3,1,5,160
46407965,9/6/2019,0.95,FALSE,4,Bellevue,EntireHome/apt,5,3,4,30,4.57,143
46419132,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,4,4.75,123
46419136,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,5,3,30,1,3,137
46419150,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,6,3,30,2,5,147
46419342,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,6,3,30,1,5,123
46435428,10/13/2014,0.98,TRUE,6,CapitolHill,EntireHome/apt,4,3,1,56,4.98,195
46451071,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,1,5,164
46451073,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,1,5,108
46451085,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,2,4.5,108
46453457,10/13/2014,0.98,TRUE,6,CapitolHill,EntireHome/apt,2,1,1,140,4.96,113
46470715,7/22/2013,0.66,FALSE,200,Georgetown,EntireHome/apt,2,1,31,1,3,103
46472704,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,1,5,87
46472708,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,2,31,9,4.33,115
46472709,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,1,4,88
46472744,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,3,4,103
46487882,7/22/2013,0.66,FALSE,200,DupontCircle,EntireHome/apt,5,2,31,1,4,145
46488085,11/7/2011,1,FALSE,1,Georgetown,EntireHome/apt,4,2,31,10,4.9,110
46488187,7/22/2013,0.66,FALSE,200,DupontCircle,EntireHome/apt,2,1,31,2,4.5,109
46507680,9/29/2015,0.99,TRUE,2,CapitolHill,EntireHome/apt,4,2,2,60,4.97,247
46513626,2/10/2016,1,TRUE,1,CapitolHill,EntireHome/apt,5,3,3,15,5,750
46529527,4/6/2011,0.99,TRUE,138,Georgetown,EntireHome/apt,3,2,1,48,4.73,104
46529906,11/1/2015,0.5,FALSE,1,DupontCircle,EntireHome/apt,4,1,31,5,5,300
46530944,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,2,1,90,1,5,62
46546172,3/14/2012,0.89,TRUE,3,DupontCircle,EntireHome/apt,4,2,31,13,4.77,101
46551522,10/13/2014,0.98,TRUE,6,CapitolHill,EntireHome/apt,6,5,1,34,4.97,209
46598276,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,24,4.96,239
46602569,2/15/2015,1,TRUE,3,Bellevue,PrivateRoom,2,1,1,6,5,119
46628220,3/8/2016,NA,FALSE,1,DupontCircle,EntireHome/apt,4,2,31,2,5,95
46646458,1/9/2013,1,FALSE,2,CapitolHill,EntireHome/apt,2,1,2,2,5,140
46694180,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,8,4.5,196
46696105,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,18,4.72,203
46696132,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,31,4.81,273
46731252,11/3/2016,0.93,TRUE,2,CapitolHill,PrivateRoom,2,1,4,34,5,97
46731443,11/30/2020,0.97,TRUE,1,Georgetown,EntireHome/apt,5,3,2,72,4.89,174
46751246,7/11/2016,0.87,FALSE,1,Bellevue,EntireHome/apt,3,2,1,73,4.79,75
46813754,2/13/2014,0.95,TRUE,2,Petworth,EntireHome/apt,2,1,2,76,4.92,80
46819326,2/27/2016,1,FALSE,1,DupontCircle,EntireHome/apt,4,2,60,8,5,99
46835835,4/24/2012,0.96,TRUE,1,CapitolHill,EntireHome/apt,2,1,4,23,4.91,135
46861924,6/3/2017,1,TRUE,7,DupontCircle,EntireHome/apt,2,1,31,5,5,112
46875064,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,72,4.86,188
46902119,7/29/2015,0.99,FALSE,253,FortMcNair,EntireHome/apt,2,1,31,1,5,95
46922014,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,2,1,90,4,4.25,62
46922207,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,3,1,90,3,5,68
46923319,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,3,1,90,2,4.5,75
47031108,5/14/2018,0.97,FALSE,4,CapitolHill,EntireHome/apt,4,4,2,89,4.71,167
47043132,11/25/2020,0.92,FALSE,4,CapitolHill,EntireHome/apt,8,4,31,11,4.73,350
47052036,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,3,1,31,30,4.47,123
47052488,7/22/2013,0.66,FALSE,200,DupontCircle,EntireHome/apt,2,1,31,4,4.75,110
47134889,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,2,2,31,17,4.65,236
47160427,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,39,4.72,178
47160436,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,1,5,96
47196432,9/23/2016,0.95,FALSE,1,Petworth,EntireHome/apt,4,2,3,24,4.79,95
47200180,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,5,2,31,3,4.67,164
47217640,12/23/2020,0.98,FALSE,1,Bellevue,EntireHome/apt,5,3,3,29,4.76,125
47230845,12/24/2020,NA,FALSE,1,Downtown,EntireHome/apt,4,3,31,13,4.54,95
47235306,7/12/2015,0.82,FALSE,14,Bellevue,PrivateRoom,1,2,31,2,4.5,44
47236322,10/17/2012,0.94,TRUE,1,CapitolHill,EntireHome/apt,4,2,2,59,4.81,125
47236883,7/12/2015,0.82,FALSE,14,Bellevue,PrivateRoom,1,2,31,5,3.2,45
47273654,9/8/2015,0.57,FALSE,6,Takoma,EntireHome/apt,12,4,3,3,4.67,225
47286904,8/24/2015,0.94,FALSE,1,CapitolHill,EntireHome/apt,3,3,2,32,5,185
47312241,2/10/2015,NA,FALSE,1,Georgetown,EntireHome/apt,4,2,365,2,5,198
47317342,7/2/2016,1,TRUE,36,Takoma,EntireHome/apt,14,5,4,41,4.8,348
47336176,5/18/2009,0.96,FALSE,158,Georgetown,EntireHome/apt,2,1,31,1,5,100
47338049,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,6,3,1,137,4.82,158
47338844,3/29/2018,0.99,FALSE,307,CapitolHill,EntireHome/apt,3,1,31,48,4.48,116
47395441,1/27/2018,0.99,FALSE,15,CapitolHill,EntireHome/apt,4,2,4,15,4.87,132
47407322,6/6/2014,0.96,TRUE,1,Petworth,EntireHome/apt,4,2,2,28,4.86,134
47419272,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,3,1,90,1,5,67
47419943,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,3,1,90,2,5,70
47422629,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,41,4.76,80
47498455,1/6/2021,0.95,TRUE,1,Petworth,EntireHome/apt,2,1,1,120,4.74,55
47548579,7/15/2017,1,FALSE,1,Petworth,EntireHome/apt,2,1,60,4,5,95
47581775,1/28/2015,0.79,FALSE,4,Bellevue,EntireHome/apt,4,3,31,24,4.63,60
47584906,8/26/2019,0.95,TRUE,21,DupontCircle,EntireHome/apt,4,2,2,95,4.91,270
47585920,2/1/2017,0.99,FALSE,24,FortMcNair,EntireHome/apt,2,1,1,85,4.73,144
47586278,6/28/2012,0.43,FALSE,3,Petworth,EntireHome/apt,4,2,32,3,5,95
47770369,12/27/2021,NA,FALSE,36,Petworth,PrivateRoom,2,1,2,43,4.53,72
47817350,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,2,1,90,2,4.5,62
47852874,3/10/2013,1,TRUE,1,CapitolHill,EntireHome/apt,3,1,31,15,4.87,118
47871334,7/28/2015,1,TRUE,1,Petworth,EntireHome/apt,7,4,1,47,4.74,105
47893202,12/30/2015,1,FALSE,35,DupontCircle,EntireHome/apt,2,1,31,85,4.87,99
47907049,1/25/2021,0.93,FALSE,1,DupontCircle,EntireHome/apt,3,2,2,77,4.71,102
47962755,1/30/2021,1,TRUE,7,DupontCircle,EntireHome/apt,2,1,31,105,4.94,73
47965462,6/25/2013,0.95,FALSE,14,Bellevue,EntireHome/apt,4,2,31,8,4,200
47991451,3/29/2018,0.99,FALSE,307,CapitolHill,EntireHome/apt,2,1,31,19,4.42,124
47992072,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,3,2,1,138,4.78,81
47997474,8/13/2013,0.98,FALSE,175,Georgetown,EntireHome/apt,9,4,10,33,4.09,490
48080819,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,27,4.74,93
48179886,1/27/2018,0.99,FALSE,15,CapitolHill,EntireHome/apt,3,1,4,11,4.82,133
48228623,12/18/2020,0.88,FALSE,2,Bellevue,EntireHome/apt,4,2,2,38,4.47,121
48279239,2/22/2021,0.53,FALSE,1,CapitolHill,EntireHome/apt,4,1,31,14,4.86,185
48300551,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,3,2,31,2,4.5,112
48357860,9/13/2019,0.25,FALSE,387,CapitolHill,PrivateRoom,1,1,91,1,2,42
48359588,2/27/2021,0.97,TRUE,4,CapitolHill,EntireHome/apt,6,5,32,44,4.89,322
48381544,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,53,4.57,173
48383542,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,6,3,2,42,4.62,196
48392294,7/12/2016,1,FALSE,1,Petworth,EntireHome/apt,4,1,31,23,4.74,99
48401930,3/1/2021,1,FALSE,2,Bellevue,EntireHome/apt,4,1,31,1,3,75
48402694,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,43,4.65,181
48427765,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,2,1,32,1,5,170
48559754,8/15/2017,1,FALSE,4,Bellevue,EntireHome/apt,2,1,31,10,4.6,100
48560292,8/15/2017,1,FALSE,4,Bellevue,EntireHome/apt,4,2,31,7,4.43,200
48560431,8/15/2017,1,FALSE,4,Bellevue,EntireHome/apt,2,1,31,1,5,78
48572292,10/8/2013,0.98,FALSE,8,Georgetown,EntireHome/apt,4,3,4,13,4.31,250
48572918,8/6/2018,0.97,TRUE,2,CapitolHill,EntireHome/apt,3,1,31,16,4.63,88
48580092,12/10/2010,0.48,FALSE,79,Petworth,PrivateRoom,1,1,31,4,4,29
48581101,1/18/2010,0.99,FALSE,28,Georgetown,EntireHome/apt,6,2,2,40,4.73,271
48581104,1/18/2010,0.99,FALSE,28,Georgetown,EntireHome/apt,6,2,2,29,4.34,207
48587381,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,2,1,90,2,5,62
48603452,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,1,31,2,5,98
48628613,3/11/2021,0.98,FALSE,10,DupontCircle,EntireHome/apt,3,1,1,22,4.68,180
48628618,3/11/2021,0.98,FALSE,10,DupontCircle,EntireHome/apt,2,1,1,23,4.57,182
48628620,3/11/2021,0.98,FALSE,10,DupontCircle,EntireHome/apt,3,1,1,58,4.74,197
48628626,3/11/2021,0.98,FALSE,10,DupontCircle,EntireHome/apt,3,1,1,71,4.45,192
48628629,3/11/2021,0.98,FALSE,10,DupontCircle,EntireHome/apt,3,2,1,64,4.55,206
48645863,3/10/2021,1,TRUE,2,DupontCircle,EntireHome/apt,2,1,31,84,4.87,70
48646500,3/10/2021,1,TRUE,2,DupontCircle,EntireHome/apt,2,1,31,91,4.75,70
48679512,3/15/2021,0.99,FALSE,1,CapitolHill,EntireHome/apt,5,2,2,79,4.7,160
48697906,4/27/2016,0.8,FALSE,36,DupontCircle,EntireHome/apt,2,1,31,5,5,65
48710238,7/17/2014,0.98,FALSE,3,DupontCircle,PrivateRoom,2,1,3,51,4.71,89
48713100,3/11/2021,1,TRUE,7,DupontCircle,PrivateRoom,3,1,1,19,4.95,358
48751212,3/11/2021,1,TRUE,7,DupontCircle,PrivateRoom,4,2,1,14,4.86,379
48751404,3/11/2021,1,TRUE,7,DupontCircle,PrivateRoom,3,1,31,2,5,308
48751624,3/11/2021,1,TRUE,7,DupontCircle,PrivateRoom,3,1,31,1,5,330
48751742,3/11/2021,1,TRUE,7,DupontCircle,PrivateRoom,4,2,31,27,4.93,336
48757013,3/19/2021,0.88,FALSE,1,Petworth,EntireHome/apt,6,3,31,13,4.46,155
48769123,3/8/2014,0.96,TRUE,2,Takoma,EntireHome/apt,2,2,2,76,4.88,60
48832169,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,4,5,136
48841313,12/9/2013,0.99,FALSE,5,Petworth,EntireHome/apt,6,4,1,108,4.8,125
48862420,7/22/2013,0.66,FALSE,200,DupontCircle,EntireHome/apt,2,1,31,1,5,120
48885672,3/12/2021,1,TRUE,1,Georgetown,EntireHome/apt,5,2,14,24,4.63,130
48901549,10/12/2019,0.91,FALSE,1,Petworth,EntireHome/apt,4,2,2,15,4.73,84
48906105,12/10/2010,0.48,FALSE,79,Petworth,PrivateRoom,1,1,31,7,4.43,33
48918367,3/28/2021,1,TRUE,1,Petworth,EntireHome/apt,4,2,2,80,4.91,94
48940186,1/30/2021,1,TRUE,7,DupontCircle,EntireHome/apt,6,4,2,21,4.9,263
48948711,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,4,2,32,1,5,229
48973758,7/29/2015,0.99,FALSE,253,DupontCircle,PrivateRoom,2,1,31,55,4.58,103
49013551,10/18/2019,0.79,FALSE,5,CapitolHill,PrivateRoom,1,1,31,4,4.25,45
49068761,10/11/2012,0.96,FALSE,2,Petworth,EntireHome/apt,3,2,2,76,4.72,95
49089210,4/7/2021,0.93,FALSE,9,CapitolHill,EntireHome/apt,4,1,3,19,4.42,118
49158679,5/29/2018,1,FALSE,1,Petworth,EntireHome/apt,3,2,6,9,4.89,80
49183172,1/27/2018,0.99,FALSE,15,CapitolHill,EntireHome/apt,6,3,4,8,4.5,221
49215258,10/3/2015,0.99,TRUE,9,CapitolHill,EntireHome/apt,6,4,2,97,4.97,300
49230094,4/21/2016,1,TRUE,4,Bellevue,EntireHome/apt,10,5,2,46,4.89,226
49254491,3/25/2013,0.98,FALSE,7013,Downtown,PrivateRoom,12,6,2,6,5,677
49254492,3/25/2013,0.98,FALSE,7013,Downtown,PrivateRoom,2,1,2,241,4.76,198
49254493,3/25/2013,0.98,FALSE,7013,Downtown,PrivateRoom,8,4,2,2,5,452
49287074,2/28/2016,0.99,TRUE,3,Georgetown,EntireHome/apt,6,4,1,61,4.89,242
49359514,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,2,1,90,4,4.75,68
49362172,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,16,4.69,283
49371148,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,18,4.72,364
49400352,10/13/2019,0,FALSE,1,Bellevue,PrivateRoom,1,1,31,1,5,100
49400577,1/27/2018,0.99,FALSE,15,CapitolHill,EntireHome/apt,4,2,4,16,4.69,172
49423253,5/2/2021,NA,FALSE,2,Bellevue,EntireHome/apt,4,2,2,55,4.62,55
49424718,2/22/2016,1,TRUE,1,CapitolHill,EntireHome/apt,4,2,2,57,4.98,172
49425315,7/29/2015,0.99,FALSE,253,Downtown,EntireHome/apt,4,2,31,27,4.44,100
49425657,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,5,3,31,16,4.44,294
49425663,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,5,2,31,34,4.68,268
49425664,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,3,2,31,56,4.79,167
49480922,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,9,4.89,150
49509893,8/2/2016,1,FALSE,1,DupontCircle,EntireHome/apt,2,1,3,11,5,146
49516381,12/19/2017,0.77,FALSE,201,Downtown,EntireHome/apt,3,2,31,1,5,339
49517470,6/13/2019,1,FALSE,10,CapitolHill,PrivateRoom,2,1,31,3,5,335
49517485,12/19/2017,0.77,FALSE,201,Downtown,EntireHome/apt,5,2,31,3,4.33,426
49517759,6/13/2019,1,FALSE,10,CapitolHill,PrivateRoom,2,1,31,1,5,352
49550796,3/17/2014,1,FALSE,3,DupontCircle,EntireHome/apt,2,1,2,57,4.65,148
49550853,6/8/2020,1,FALSE,9,Downtown,EntireHome/apt,6,3,1,61,4.57,136
49568217,3/19/2015,1,TRUE,1,Petworth,EntireHome/apt,3,2,2,48,4.98,114
49571052,10/16/2014,0.99,TRUE,4,DupontCircle,EntireHome/apt,5,3,1,63,4.79,230
49589230,12/19/2017,0.77,FALSE,201,Downtown,EntireHome/apt,5,2,31,4,4.5,426
49615874,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,5,3,31,1,5,127
49634767,7/22/2016,0.98,TRUE,4,Bellevue,EntireHome/apt,5,2,1,43,4.79,87
49638218,6/8/2015,0.98,TRUE,1,DupontCircle,EntireHome/apt,2,2,1,64,4.78,131
49656082,7/22/2016,0.98,TRUE,4,Bellevue,EntireHome/apt,3,2,3,35,4.77,125
49670688,1/18/2015,0.99,TRUE,1,DupontCircle,EntireHome/apt,5,3,1,88,4.95,219
49671219,10/18/2019,0.79,FALSE,5,CapitolHill,PrivateRoom,1,1,31,3,5,43
49675441,2/25/2012,0.99,TRUE,1,Petworth,EntireHome/apt,6,3,2,73,4.86,125
49692169,11/6/2015,NA,TRUE,1,Georgetown,EntireHome/apt,6,4,31,7,4.86,238
49692835,5/9/2021,0.99,TRUE,3,Georgetown,PrivateRoom,2,2,2,52,4.83,61
49710453,5/10/2021,0.97,TRUE,1,DupontCircle,EntireHome/apt,3,1,2,79,4.99,201
49739157,12/30/2015,1,FALSE,35,DupontCircle,EntireHome/apt,2,1,31,64,4.84,70
49760565,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,4,2,31,12,4.42,208
49838391,5/18/2009,0.96,FALSE,158,Georgetown,EntireHome/apt,5,3,31,1,5,316
49847814,12/16/2016,0.97,FALSE,4369,Downtown,EntireHome/apt,2,1,32,1,5,157
49929890,12/6/2017,1,TRUE,1,CapitolHill,EntireHome/apt,3,1,1,93,4.96,113
49942452,8/18/2020,NA,FALSE,4,FortMcNair,EntireHome/apt,3,1,2,28,4.46,203
50011224,8/11/2014,0.97,TRUE,6,Petworth,EntireHome/apt,5,3,31,22,4.86,350
50034127,8/11/2014,0.97,TRUE,6,Petworth,EntireHome/apt,5,3,31,11,4.64,350
50064134,7/22/2013,0.66,FALSE,200,DupontCircle,EntireHome/apt,3,1,31,1,5,121
50092809,9/20/2014,1,FALSE,17,Georgetown,EntireHome/apt,4,2,1,130,4.71,142
50105281,2/29/2020,1,FALSE,1,Bellevue,EntireHome/apt,4,1,31,19,4.79,70
50113467,5/28/2021,1,FALSE,3,Petworth,PrivateRoom,2,1,2,43,4.26,55
50117482,6/8/2020,1,FALSE,9,Downtown,EntireHome/apt,4,1,1,56,4.55,145
50136137,10/17/2014,0.79,TRUE,4,Petworth,EntireHome/apt,2,1,2,15,4.93,99
50151261,6/24/2015,0.97,TRUE,2,Bellevue,EntireHome/apt,6,2,3,56,4.95,198
50181024,1/27/2018,0.99,FALSE,15,CapitolHill,EntireHome/apt,4,2,4,12,4.5,153
50189233,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,3,31,21,4.81,243
50189968,4/3/2016,0.99,TRUE,1,DupontCircle,EntireHome/apt,4,2,1,47,5,174
50189970,7/22/2013,0.66,FALSE,200,DupontCircle,EntireHome/apt,3,1,31,1,1,126
50194682,10/16/2011,1,TRUE,1,Takoma,EntireHome/apt,2,1,2,46,4.96,86
50244048,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,3,1,90,1,5,74
50290563,4/30/2014,0.99,FALSE,5,Petworth,EntireHome/apt,5,3,31,27,4.67,88
50303269,4/27/2016,0.8,FALSE,36,DupontCircle,EntireHome/apt,2,2,31,7,4.71,70
50329912,8/26/2019,0.95,TRUE,21,DupontCircle,EntireHome/apt,5,3,2,78,4.9,291
50337835,5/28/2021,1,FALSE,3,Petworth,PrivateRoom,1,1,2,21,4.67,50
50337849,5/28/2021,1,FALSE,3,Petworth,PrivateRoom,2,1,2,37,4.7,55
50356121,1/21/2018,1,TRUE,3,Downtown,EntireHome/apt,4,2,3,62,4.87,111
50359924,9/29/2014,0.96,TRUE,9,Takoma,EntireHome/apt,7,4,31,1,5,116
50364056,4/3/2018,NA,FALSE,4,Takoma,EntireHome/apt,4,2,31,8,5,189
50394268,10/15/2015,0.99,TRUE,250,Petworth,EntireHome/apt,5,3,2,26,4.69,90
50417461,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,28,4.89,99
50433453,6/17/2013,0.91,TRUE,2,CapitolHill,EntireHome/apt,3,1,3,31,4.94,190
50470028,12/30/2015,1,FALSE,35,DupontCircle,EntireHome/apt,2,1,31,51,4.9,99
50499105,11/26/2012,0.99,TRUE,5,Georgetown,PrivateRoom,1,1,2,37,4.95,57
50501236,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,4,2,31,6,4.33,149
50525956,7/29/2015,0.99,FALSE,253,DupontCircle,EntireHome/apt,2,1,31,10,4.8,112
50532184,5/18/2009,0.96,FALSE,158,Georgetown,EntireHome/apt,3,2,31,1,5,167
50532540,5/18/2009,0.96,FALSE,158,Georgetown,EntireHome/apt,2,2,31,1,5,134
50541881,5/4/2015,0.98,FALSE,1,Downtown,EntireHome/apt,3,1,31,35,4.49,126
50545033,11/26/2012,0.99,TRUE,5,Georgetown,PrivateRoom,1,1,2,31,4.97,67
50592554,7/25/2018,1,FALSE,3,DupontCircle,EntireHome/apt,2,1,2,59,4.61,148
50593806,6/23/2021,0.92,FALSE,1,Downtown,EntireHome/apt,4,2,31,37,4.65,140
50613169,1/5/2014,1,TRUE,3,Petworth,EntireHome/apt,6,3,4,17,4.88,499
50617993,10/11/2012,0.96,FALSE,2,Petworth,EntireHome/apt,7,4,3,12,5,180
50651642,6/4/2011,1,TRUE,3,Petworth,EntireHome/apt,4,2,2,48,4.94,111
50676685,12/23/2014,0.99,FALSE,1141,Downtown,PrivateRoom,2,1,1,8,5,198
50676686,12/23/2014,0.99,FALSE,1141,Downtown,PrivateRoom,4,2,1,12,4.92,226
50694792,8/29/2013,0.93,FALSE,2,CapitolHill,EntireHome/apt,6,3,1,1,5,324
50733128,4/6/2018,1,FALSE,11,DupontCircle,EntireHome/apt,4,2,31,2,5,105
50804612,12/27/2021,NA,FALSE,36,Petworth,PrivateRoom,2,1,1,38,4.26,59
50844635,7/5/2021,0.77,FALSE,1,DupontCircle,EntireHome/apt,4,2,31,10,4.8,149
50849495,7/5/2021,0,FALSE,1,Takoma,EntireHome/apt,6,4,14,4,5,250
50875772,8/26/2019,0.95,TRUE,21,DupontCircle,EntireHome/apt,8,4,2,1,5,595
50875966,8/26/2019,0.95,TRUE,21,DupontCircle,EntireHome/apt,9,4,2,2,5,929
50903143,5/5/2016,0.89,TRUE,2,CapitolHill,EntireHome/apt,4,2,31,1,5,100
50935433,3/16/2012,1,TRUE,1,CapitolHill,EntireHome/apt,4,2,3,28,5,151
50973274,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,2,1,90,1,5,57
51061718,11/10/2015,0.93,FALSE,8,Georgetown,EntireHome/apt,2,1,77,3,5,127
51085180,4/6/2018,1,FALSE,11,DupontCircle,EntireHome/apt,2,1,31,7,5,101
51092606,7/16/2021,0.96,FALSE,1,FortMcNair,EntireHome/apt,3,1,1,28,4.75,150
51121876,6/14/2016,1,TRUE,1,Downtown,EntireHome/apt,4,2,2,71,4.9,159
51123061,11/19/2020,0.59,FALSE,42,Georgetown,EntireHome/apt,3,1,90,1,5,64
51167738,7/22/2013,0.66,FALSE,200,CapitolHill,EntireHome/apt,3,1,31,1,5,108
51170066,7/7/2018,0.94,FALSE,2,CapitolHill,EntireHome/apt,4,2,2,34,4.71,120
51184413,12/27/2021,NA,FALSE,36,Petworth,PrivateRoom,2,1,2,18,4.5,72
51186392,7/22/2013,0.66,FALSE,200,FortMcNair,EntireHome/apt,4,2,31,1,5,201
51186640,7/22/2013,0.66,FALSE,200,DupontCircle,EntireHome/apt,3,1,31,1,4,104
51265806,4/7/2017,0.86,FALSE,17,Bellevue,PrivateRoom,8,6,4,1,3,115
51280194,5/14/2014,1,FALSE,4,CapitolHill,EntireHome/apt,2,1,31,7,5,120
51310221,4/27/2016,0.8,FALSE,36,DupontCircle,EntireHome/apt,2,1,31,3,5,95
51323093,4/27/2016,0.8,FALSE,36,DupontCircle,EntireHome/apt,4,2,31,3,5,104
51328356,7/29/2015,0.99,FALSE,253,CapitolHill,EntireHome/apt,2,1,31,1,5,87
51349311,2/26/2014,0.73,FALSE,1,Petworth,EntireHome/apt,2,1,2,3,5,107
51350578,6/17/2015,0.99,FALSE,39,Petworth,PrivateRoom,2,1,2,38,4.29,55
